name,latitude,longitude,weight
2023_06_03T22_46_51.857404Z.gpx,47.711458799999996,-122.15373899999999,1
2023_10_15T16_28_56.922347.gpx,30.4865513,-91.2510585,1
2023_05_24T00_03_55.713930Z.gpx,47.915664899999996,-122.20853419999999,1
2023_03_23T14_21_59.444778Z.gpx,47.7969185,-122.2181148,1
2023_10_15T08_27_35.687770.gpx,24.636143099999998,120.8177803,1
2023_07_08T19_37_35.580535Z.gpx,47.4629848,-122.2660631,1
2023_05_18T23_01_07.275469Z.gpx,47.6738832,-122.0900994,1
2023_03_25T02_03_04.052634Z.gpx,47.9395276,-122.28240059999999,1
2023_10_15T17_30_31.489842.gpx,24.6891554,120.8656886,1
2023_06_07T15_35_52.377035Z.gpx,47.692887299999995,-122.0930731,1
2023_04_27T22_18_16.224480Z.gpx,47.915406999999995,-122.2086021,1
2023_03_24T21_36_31.815404Z.gpx,47.9370324,-122.2680596,1
2023_10_15T20_31_57.628460.gpx,24.9757467,121.5336792,1
2023_10_15T16_13_46.704135.gpx,30.5543707,-91.5444946,1
2023_05_16T00_06_37.200234Z.gpx,47.940099,-122.2823744,1
2023_06_15T21_27_06.499093Z.gpx,47.939090199999995,-122.2814006,1
2023_10_15T14_56_34.237778.gpx,31.120598299999997,-92.4424726,1
2023_03_31T13_47_03.224506Z.gpx,47.711431999999995,-122.15567999999999,1
2023_04_24T22_26_04.593494Z.gpx,47.7662913,-122.1882613,1
2023_10_15T16_22_58.455182.gpx,24.934753699999998,121.3702684,1
2023_05_08T13_36_38.177410Z.gpx,47.7836188,-122.1946219,1
2023_05_07T22_38_03.260475Z.gpx,47.6427595,-122.27114449999999,1
2023_05_26T13_39_14.572909Z.gpx,47.775365099999995,-122.1907531,1
2023_07_17T23_12_05.424149Z.gpx,47.940457699999996,-122.26261509999999,1
2023_07_25T16_20_12.934271Z.gpx,47.5328491,-121.95781699999999,1
2023_10_15T16_35_49.934904Z.gpx,41.56316555488196,-72.91703343722382,1
2023_07_24T13_53_59.469832Z.gpx,47.693968899999994,-122.0991085,1
2023_05_16T19_50_57.300306Z.gpx,47.4493947,-122.29992159999999,1
2023_05_20T17_17_35.523370Z.gpx,47.8607916,-122.2488503,1
2023_04_20T20_33_41.577125Z.gpx,47.6301663,-122.16519079999999,1
2023_10_15T15_11_34.505657.gpx,30.9204992,-92.2491388,1
2023_05_27T19_45_31.795273Z.gpx,47.6734721,-122.10596969999999,1
2023_07_04T22_58_01.163251Z.gpx,47.4643745,-122.2719894,1
2023_06_02T23_25_40.203179Z.gpx,47.7775538,-122.1921029,1
2023_04_05T00_06_59.682213Z.gpx,47.7571389,-122.18484489999999,1
2023_03_26T02_10_21.818048Z.gpx,47.6295429,-122.15598689999999,1
2023_10_15T18_15_23.263194Z.gpx,38.78533828878967,-121.36424729689553,1
2023_05_09T22_22_37.304667Z.gpx,47.7296085,-122.1890895,1
2023_10_15T19_22_02.080133.gpx,40.296225899999996,-111.694537,1
2023_10_15T15_28_24.080206.gpx,24.9866897,121.49104919999999,1
2023_06_20T22_19_25.313288Z.gpx,47.7868766,-122.19937909999999,1
2023_04_05T14_33_23.698572Z.gpx,47.693925799999995,-122.09905529999999,1
2023_06_01T14_56_10.516357Z.gpx,47.690629799999996,-122.1812113,1
2023_10_15T08_38_20.804407.gpx,24.683563,120.8790183,1
2023_06_24T03_47_11.516661Z.gpx,47.6220491,-122.17793739999999,1
2023_05_25T13_30_35.322570Z.gpx,47.7058788,-122.13185259999999,1
2023_05_31T13_01_09.356175Z.gpx,47.693971399999995,-122.0991143,1
2023_05_12T13_52_59.605044Z.gpx,47.7112426,-122.13212349999999,1
2023_10_15T15_36_34.564664Z.gpx,23.0543342,120.2719972,1
2023_07_25T03_05_29.668778Z.gpx,47.443940399999995,-122.29756379999999,1
2023_10_15T15_31_25.734560.gpx,24.975299099999997,121.4596277,1
2023_07_13T12_30_24.788228Z.gpx,47.444088,-122.2980455,1
2023_05_05T13_44_14.992737Z.gpx,47.7089278,-122.17559969999999,1
2023_04_04T23_45_55.896089Z.gpx,47.9390376,-122.28227109999999,1
2023_06_29T00_46_04.430102Z.gpx,47.7112968,-122.15316639999999,1
2023_10_15T19_32_19.568846Z.gpx,38.76839001342896,-121.26580996323888,1
2023_10_15T14_45_33.700782.gpx,22.6551923,120.3095268,1
2023_07_07T00_25_57.961832Z.gpx,47.7824233,-122.19515519999999,1
2023_06_20T13_32_03.637023Z.gpx,47.694047,-122.0990877,1
2023_03_27T13_44_58.208267Z.gpx,47.777470099999995,-122.1916964,1
2023_07_07T00_35_57.949542Z.gpx,47.7114202,-122.1645855,1
2023_05_09T22_32_43.113450Z.gpx,47.7155899,-122.0905659,1
2023_05_02T23_41_11.025424Z.gpx,47.7226899,-122.2084979,1
2023_05_19T22_05_45.354101Z.gpx,47.938912699999996,-122.2811354,1
2023_07_25T00_17_34.485212Z.gpx,47.711113499999996,-122.1335208,1
2023_06_20T21_58_47.654625Z.gpx,47.939453199999996,-122.28185119999999,1
2023_10_15T16_24_49.026206.gpx,24.9354807,121.3680911,1
2023_10_15T20_18_01.891910Z.gpx,40.37315803240189,-74.31770245080216,1
2023_05_30T21_34_06.130658Z.gpx,47.9395524,-122.2726819,1
2023_10_15T17_29_05.500851Z.gpx,38.86843286042118,-121.30582755056396,1
2023_10_15T13_35_54.779337Z.gpx,29.551638452768216,-81.86207060642839,1
2023_10_15T00_12_58.414692Z.gpx,38.80186901163306,-121.20424814090758,1
2023_06_07T20_21_43.869520Z.gpx,47.742900899999995,-122.1873478,1
2023_10_15T15_01_34.313826.gpx,31.0361074,-92.4136175,1
2023_10_15T11_59_19.766262.gpx,24.731915299999997,120.9171112,1
2023_10_15T00_36_56.295699Z.gpx,38.84705774086799,-121.24770262448116,1
2023_06_08T21_48_22.445494Z.gpx,47.7787017,-122.19281439999999,1
2023_10_15T16_31_30.312286.gpx,30.4500723,-91.2449353,1
2023_10_15T20_03_11.747535.gpx,25.032500499999998,121.2433564,1
2023_10_15T15_04_04.325014.gpx,31.0119324,-92.3697301,1
2023_06_20T13_43_43.788329Z.gpx,47.7112042,-122.13223819999999,1
2023_03_22T22_03_46.476584Z.gpx,47.939591899999996,-122.27297379999999,1
2023_10_15T19_35_23.536701.gpx,25.035733399999998,121.44232059999999,1
2023_06_14T14_18_17.315302Z.gpx,47.7438267,-122.1868243,1
2023_05_23T13_28_42.198187Z.gpx,47.7112973,-122.1403364,1
2023_10_15T08_02_35.376718.gpx,24.3151947,120.6193314,1
2023_05_10T13_34_03.309391Z.gpx,47.850276199999996,-122.2570944,1
2023_03_27T13_23_03.937076Z.gpx,47.693983499999995,-122.0991495,1
2023_07_03T13_08_37.744143Z.gpx,47.702999299999995,-122.0937505,1
2023_03_30T11_50_02.195473Z.gpx,47.443671599999995,-122.30175469999999,1
2023_10_15T16_34_04.137892.gpx,30.4416482,-91.22075009999999,1
2023_05_20T17_57_35.172432Z.gpx,48.4125088,-122.33138009999999,1
2023_05_02T22_13_16.337433Z.gpx,47.8602062,-122.24991879999999,1
2023_04_03T14_12_59.624428Z.gpx,47.7115416,-122.15990079999999,1
2023_05_25T22_13_16.319420Z.gpx,47.939333,-122.2819887,1
2023_10_15T17_57_31.446446Z.gpx,38.87371148067254,-121.3027718854284,1
2023_10_15T17_01_10.212286.gpx,30.1550968,-90.816695,1
2023_04_26T23_10_30.370462Z.gpx,47.833871099999996,-122.26232979999999,1
2023_06_20T22_09_25.320479Z.gpx,47.8976056,-122.2160627,1
2023_10_15T20_08_43.074159Z.gpx,23.1321232,120.2372197,1
2023_06_15T21_57_42.794072Z.gpx,47.651383499999994,-122.18729959999999,1
2023_04_01T03_08_03.767264Z.gpx,47.6629947,-122.0273481,1
2023_04_18T13_34_55.844182Z.gpx,47.711301399999996,-122.13950249999999,1
2023_04_26T15_18_10.748140Z.gpx,47.7024385,-122.09359359999999,1
2023_10_15T14_55_18.939090.gpx,22.639833,120.3278241,1
2023_10_15T17_11_40.011717.gpx,30.1145921,-90.5848535,1
2023_06_08T22_47_09.984761Z.gpx,47.6671227,-122.11385329999999,1
2023_05_27T20_06_29.762861Z.gpx,47.611578599999994,-122.3379638,1
2023_07_22T22_56_11.932121Z.gpx,47.6931675,-122.09944109999999,1
2023_04_03T14_23_33.501819Z.gpx,47.8140023,-122.23153549999999,1
2023_07_25T16_40_13.109131Z.gpx,47.3967648,-121.53922779999999,1
2023_05_25T22_23_53.299114Z.gpx,47.900614499999996,-122.2146842,1
2023_05_27T23_24_59.102685Z.gpx,47.7108528,-122.13189759999999,1
2023_05_02T14_03_50.021319Z.gpx,47.8620981,-122.24778099999999,1
2023_05_19T22_36_33.159870Z.gpx,47.711335299999995,-122.1851825,1
2023_07_25T02_31_02.991016Z.gpx,47.5905851,-122.30359659999999,1
2023_05_16T00_27_29.464684Z.gpx,47.756540699999995,-122.18513829999999,1
2023_10_15T16_42_06.644783.gpx,30.402219,-91.0947508,1
2023_05_30T14_20_48.382691Z.gpx,47.6928001,-122.0929652,1
2023_04_04T13_08_52.237047Z.gpx,47.6939661,-122.0990851,1
2023_07_22T00_46_01.225041Z.gpx,47.8666214,-122.2456953,1
2023_05_20T22_02_26.471496Z.gpx,48.8247672,-122.55585939999999,1
2023_05_09T22_00_29.949068Z.gpx,47.937053399999996,-122.2647914,1
2023_10_15T19_57_47.028864.gpx,25.0763997,121.2318109,1
2023_06_27T13_44_23.985229Z.gpx,47.692875199999996,-122.0990308,1
2023_07_16T18_20_22.907568Z.gpx,47.678523299999995,-122.1214548,1
2023_07_13T13_03_00.618756Z.gpx,47.67263,-122.1106951,1
2023_05_02T23_55_16.988913Z.gpx,47.710783899999996,-122.18716149999999,1
2023_10_15T10_09_44.223579.gpx,24.6765354,120.85092139999999,1
2023_07_14T15_06_53.203053Z.gpx,47.708936099999995,-122.1749399,1
2023_07_25T16_10_12.926325Z.gpx,47.5797576,-122.14727579999999,1
2023_10_15T17_27_47.423591.gpx,24.6788699,120.8647938,1
2023_05_23T13_38_58.766811Z.gpx,47.7900328,-122.20444909999999,1
2023_03_29T02_16_01.291441Z.gpx,47.7692002,-122.18978419999999,1
2023_06_07T15_48_00.672882Z.gpx,47.6738984,-122.11728,1
2023_05_26T20_44_31.342551Z.gpx,47.8430544,-122.2596167,1
2023_06_02T00_10_29.584001Z.gpx,47.7114611,-122.15947039999999,1
2023_05_30T23_42_43.339253Z.gpx,47.694030999999995,-122.0992055,1
2023_07_13T11_45_46.467569Z.gpx,47.574794999999995,-122.17570309999999,1
2023_05_10T13_24_03.326312Z.gpx,47.7156911,-122.18546669999999,1
2023_04_19T14_09_58.854552Z.gpx,47.693870999999994,-122.09901049999999,1
2023_06_14T13_42_35.837774Z.gpx,47.6940665,-122.099088,1
2023_03_30T12_00_40.953079Z.gpx,47.491204599999996,-122.1916962,1
2023_10_15T18_25_30.082607Z.gpx,38.7952784641195,-121.3344272246176,1
2023_07_20T04_33_45.561667Z.gpx,47.6634203,-122.02748349999999,1
2023_05_09T22_12_37.325353Z.gpx,47.8463122,-122.25874379999999,1
2023_10_15T19_37_53.536629.gpx,25.0647381,121.43863839999999,1
2023_10_15T18_02_57.956299Z.gpx,38.871464654954806,-121.30613529247175,1
2023_03_29T02_06_02.265924Z.gpx,47.8824323,-122.2334563,1
2023_05_12T19_17_30.458255Z.gpx,47.7759765,-122.19126949999999,1
2023_10_15T18_20_08.996322.gpx,33.5102405,-112.072797,1
2023_03_30T23_37_28.882942Z.gpx,47.7837178,-122.1960342,1
2023_10_15T14_33_48.190626.gpx,24.7574494,120.95707209999999,1
2023_10_15T14_08_19.961462Z.gpx,37.82067569561492,-122.33696466753894,1
2023_07_05T22_40_56.534548Z.gpx,47.7087924,-122.1764347,1
2023_10_15T14_48_06.739530.gpx,22.6530682,120.31524929999999,1
2023_07_04T01_41_15.843489Z.gpx,47.7110802,-122.1321653,1
2023_10_15T20_18_57.449593.gpx,24.966426199999997,121.4418511,1
2023_06_14T22_38_32.620436Z.gpx,47.743366099999996,-122.18723779999999,1
2023_07_11T00_54_08.754339Z.gpx,47.890938899999995,-122.2226955,1
2023_03_31T13_35_47.851110Z.gpx,47.6939354,-122.09909449999999,1
2023_07_22T00_36_01.208570Z.gpx,47.9278969,-122.2607709,1
2023_10_15T07_56_13.423811.gpx,24.29516,120.59037029999999,1
2023_05_11T22_38_18.461669Z.gpx,47.8559011,-122.25370559999999,1
2023_03_23T14_00_23.449443Z.gpx,47.6938956,-122.09907109999999,1
2023_10_15T14_46_34.230830.gpx,31.2698146,-92.4383283,1
2023_10_15T08_20_05.483768.gpx,24.5424553,120.74213519999999,1
2023_05_02T13_53_49.938783Z.gpx,47.7320393,-122.18814289999999,1
2023_10_15T14_51_34.232768.gpx,31.2042169,-92.47359379999999,1
2023_07_25T15_56_03.640369Z.gpx,47.6183553,-122.153684,1
2023_07_24T23_57_34.493056Z.gpx,47.8933081,-122.2195634,1
2023_05_06T00_31_04.257729Z.gpx,47.693778699999996,-122.09915889999999,1
2023_10_15T17_21_57.414902.gpx,25.0473668,121.51313529999999,1
2023_06_15T21_37_42.756779Z.gpx,47.8843239,-122.23101919999999,1
2023_10_15T08_31_17.167906.gpx,24.6748564,120.8491435,1
2023_07_11T23_28_39.644032Z.gpx,47.7107458,-122.1704886,1
2023_05_19T12_47_16.290839Z.gpx,47.6935347,-122.09269889999999,1
2023_10_15T12_07_03.202809.gpx,24.7558093,120.9568001,1
2023_04_18T23_02_59.110396Z.gpx,47.796088499999996,-122.21702529999999,1
2023_04_17T13_45_47.154260Z.gpx,47.693872899999995,-122.09897199999999,1
2023_05_16T00_37_29.468473Z.gpx,47.6770449,-122.1552461,1
2023_05_16T19_11_07.556383Z.gpx,47.866721999999996,-122.2457836,1
2023_06_07T16_01_44.536364Z.gpx,47.7112846,-122.1379472,1
2023_03_29T13_44_08.168218Z.gpx,47.6940016,-122.0991004,1
2023_07_20T02_38_45.909168Z.gpx,47.6719799,-122.1197309,1
2023_04_10T14_00_11.228510Z.gpx,47.8081214,-122.2280054,1
2023_07_11T13_32_57.643205Z.gpx,47.711246499999994,-122.13501749999999,1
2023_10_15T16_21_22.198432.gpx,30.5293642,-91.39637379999999,1
2023_04_06T14_00_31.943286Z.gpx,47.7964948,-122.2172004,1
2023_05_04T23_24_09.070358Z.gpx,47.6781273,-122.12031139999999,1
2023_06_26T15_47_46.504458Z.gpx,47.7655726,-122.1874332,1
2023_10_15T19_42_38.328051.gpx,25.0651931,121.38337539999999,1
2023_04_14T01_13_27.795645Z.gpx,47.73585,-122.1879622,1
2023_07_09T21_50_12.535260Z.gpx,47.671406,-122.1122707,1
2023_03_27T22_26_01.104863Z.gpx,47.7260524,-122.18997979999999,1
2023_10_15T01_35_24.615017Z.gpx,38.77030215466745,-121.26917627393306,1
2023_05_10T11_44_53.455324Z.gpx,47.6316831,-122.1779662,1
2023_05_19T13_02_13.061846Z.gpx,47.7115362,-122.1636185,1
2023_05_05T23_31_26.706079Z.gpx,47.7837677,-122.1961099,1
2023_10_15T16_26_23.415677.gpx,30.4943501,-91.2927437,1
2023_04_24T13_57_04.210174Z.gpx,47.7024352,-122.0939564,1
2023_05_24T23_40_59.323609Z.gpx,47.738485499999996,-122.1875862,1
2023_10_15T08_12_35.376997.gpx,24.4456317,120.6799224,1
2023_05_31T22_47_39.713530Z.gpx,47.9393969,-122.2818879,1
2023_10_15T15_21_24.565291.gpx,24.9762786,121.5781835,1
2023_10_15T15_29_04.499604.gpx,30.6465584,-92.05375749999999,1
2023_06_10T23_17_34.351094Z.gpx,47.7121877,-122.18688519999999,1
2023_10_15T14_44_08.495598.gpx,31.306671599999998,-92.4425582,1
2023_07_05T22_30_34.796549Z.gpx,47.7925928,-122.2100811,1
2023_10_15T16_58_35.414080.gpx,30.169638799999998,-90.8705638,1
2023_06_01T23_49_29.853311Z.gpx,47.885681399999996,-122.22929389999999,1
2023_05_19T13_12_17.916399Z.gpx,47.814359499999995,-122.2319921,1
2023_07_11T00_42_34.068032Z.gpx,47.940964099999995,-122.26275319999999,1
2023_06_04T01_29_37.371593Z.gpx,47.8879546,-122.32642279999999,1
2023_04_11T22_26_42.516714Z.gpx,47.9369776,-122.265957,1
2023_06_25T22_38_46.957402Z.gpx,47.757928199999995,-122.1545845,1
2023_07_08T00_08_17.722998Z.gpx,47.941125799999995,-122.26352659999999,1
2023_10_15T15_18_50.973569.gpx,25.004113,121.5950677,1
2023_04_01T00_54_36.326815Z.gpx,47.709897299999994,-122.1818862,1
2023_06_28T14_02_35.764129Z.gpx,47.7090568,-122.17460109999999,1
2023_06_24T22_44_49.723699Z.gpx,47.6938859,-122.0991037,1
2023_06_04T02_09_35.528830Z.gpx,47.667019499999995,-122.1578131,1
2023_10_15T15_14_50.583202Z.gpx,40.455076844665804,-74.29862616707648,1
2023_10_15T15_19_04.493680.gpx,30.788997,-92.19850029999999,1
2023_07_06T15_08_57.568423Z.gpx,47.6928497,-122.11029909999999,1
2023_04_20T20_49_08.511213Z.gpx,47.590589699999995,-122.3035065,1
2023_10_15T14_51_41.530299.gpx,22.6442388,120.318579,1
2023_10_15T15_06_30.679397Z.gpx,40.46787239060048,-74.3118520513013,1
2023_07_17T15_00_46.354358Z.gpx,47.711414999999995,-122.1541273,1
2023_04_05T14_55_15.724968Z.gpx,47.8011419,-122.2242962,1
2023_03_29T22_32_54.395011Z.gpx,47.7659352,-122.18790279999999,1
2023_06_08T13_19_41.447059Z.gpx,47.777145399999995,-122.19148249999999,1
2023_05_20T22_53_04.046926Z.gpx,48.185386099999995,-122.200818,1
2023_10_15T14_57_21.960950Z.gpx,25.06286578938968,121.5260745676875,1
2023_03_30T11_19_56.477340Z.gpx,47.694031599999995,-122.09905339999999,1
2023_07_20T02_49_05.164232Z.gpx,47.6765587,-122.1215962,1
2023_05_31T23_08_05.524031Z.gpx,47.7862815,-122.1984803,1
2023_06_13T15_15_27.282831Z.gpx,47.700897999999995,-122.1320595,1
2023_10_15T16_39_46.395163Z.gpx,22.8451401,120.29575399999999,1
2023_07_03T13_20_29.808335Z.gpx,47.7096301,-122.18038279999999,1
2023_10_15T17_22_47.561901Z.gpx,41.63841938608716,-72.90022180280154,1
2023_10_15T16_26_44.145434.gpx,24.9349652,121.36746679999999,1
2023_10_15T19_30_25.451560.gpx,37.317003,-122.0323303,1
2023_05_07T23_06_01.148711Z.gpx,47.6896728,-122.38541819999999,1
2023_03_30T12_20_40.975075Z.gpx,47.771446399999995,-122.1899768,1
2023_10_15T16_01_12.196369.gpx,30.541550599999997,-91.78566119999999,1
2023_10_15T15_12_07.286684Z.gpx,40.459192739776924,-74.30770894950055,1
2023_05_30T21_55_05.636929Z.gpx,47.7319166,-122.1885815,1
2023_07_18T14_55_20.435109Z.gpx,47.835949199999995,-122.26073489999999,1
2023_10_15T19_23_24.590594Z.gpx,22.9928481,120.23825799999999,1
2023_06_27T23_23_18.277337Z.gpx,47.710829399999994,-122.1684641,1
2023_07_19T04_12_54.687805Z.gpx,47.6634423,-122.02755739999999,1
2023_10_15T18_22_52.024721.gpx,40.1407343,-74.26611969999999,1
2023_07_08T19_12_47.466213Z.gpx,47.668765,-122.1091771,1
2023_06_08T12_56_36.966840Z.gpx,47.693942299999996,-122.0990922,1
2023_03_25T02_28_11.823446Z.gpx,47.711175399999995,-122.1853221,1
2023_07_17T23_32_47.781589Z.gpx,47.780332099999995,-122.19381779999999,1
2023_04_14T01_03_27.791927Z.gpx,47.871297299999995,-122.2446276,1
2023_10_15T18_22_11.133923.gpx,25.0404071,121.54578819999999,1
2023_06_12T14_07_21.445735Z.gpx,47.7974521,-122.21901299999999,1
2023_10_15T19_30_29.565487Z.gpx,38.756894630718186,-121.26719732904816,1
2023_03_29T01_55_23.812784Z.gpx,47.9402621,-122.2822655,1
2023_03_23T14_11_59.409473Z.gpx,47.7112361,-122.1355124,1
2023_10_15T16_52_31.540174Z.gpx,39.1136059529883,-121.53729428253087,1
2023_03_23T01_44_51.017513Z.gpx,47.6938542,-122.09909619999999,1
2023_06_13T16_17_53.832738Z.gpx,47.7130819,-122.1804561,1
2023_04_12T13_49_45.793075Z.gpx,47.6939177,-122.0989125,1
2023_07_04T01_08_30.272627Z.gpx,47.9049012,-122.2095847,1
2023_05_27T19_34_55.141547Z.gpx,47.693927599999995,-122.0991526,1
2023_05_08T22_23_25.883670Z.gpx,47.7729086,-122.19052529999999,1
2023_10_15T14_18_19.971317Z.gpx,37.954315689788785,-122.32882136749265,1
2023_04_21T00_36_16.972753Z.gpx,47.600110199999996,-122.32901299999999,1
2023_07_25T00_07_34.473805Z.gpx,47.7749921,-122.1909524,1
2023_05_26T20_54_31.355961Z.gpx,47.7333618,-122.188446,1
2023_10_15T15_09_04.310946.gpx,30.9596406,-92.2826656,1
2023_06_24T01_09_47.349857Z.gpx,47.6666563,-122.1652841,1
2023_05_11T13_23_26.881750Z.gpx,47.7113495,-122.1460425,1
2023_10_15T17_29_35.021191.gpx,25.0483798,121.5391035,1
2023_06_27T13_55_56.995766Z.gpx,47.711451,-122.1536247,1
2023_07_09T18_45_09.092968Z.gpx,47.6933718,-122.0992921,1
2023_10_15T18_47_15.516040Z.gpx,42.90096410562719,-79.23458991703266,1
2023_05_16T14_07_10.945770Z.gpx,47.7938994,-122.21208469999999,1
2023_07_04T01_20_36.632634Z.gpx,47.8572269,-122.2526151,1
2023_06_25T21_27_13.287070Z.gpx,47.6929047,-122.10135729999999,1
2023_04_06T13_37_03.423991Z.gpx,47.693937899999995,-122.099125,1
2023_10_15T09_56_04.092412.gpx,24.683477699999997,120.87023409999999,1
2023_03_22T22_24_58.720468Z.gpx,47.7575648,-122.18460619999999,1
2023_04_13T14_55_30.594741Z.gpx,47.833339099999996,-122.2613415,1
2023_07_21T02_14_56.281017Z.gpx,47.6748616,-122.1367169,1
2023_07_12T14_51_49.569723Z.gpx,47.702338399999995,-122.0935427,1
2023_05_07T23_39_43.178693Z.gpx,47.6137361,-122.1842088,1
2023_06_26T15_25_47.340979Z.gpx,47.6928334,-122.10614679999999,1
2023_05_23T23_53_20.812697Z.gpx,47.9394018,-122.2817824,1
2023_10_15T17_14_13.810887.gpx,30.109432199999997,-90.52885049999999,1
2023_07_19T14_51_57.067176Z.gpx,47.7534389,-122.18628539999999,1
2023_05_12T18_57_02.689344Z.gpx,47.9394814,-122.2818891,1
2023_10_15T19_20_09.321781.gpx,25.0149953,121.4622455,1
2023_05_16T13_44_00.264681Z.gpx,47.6939858,-122.099116,1
2023_05_24T14_16_47.706014Z.gpx,47.816057,-122.2354306,1
2023_05_19T22_16_33.189152Z.gpx,47.8809167,-122.235287,1
2023_05_09T14_42_22.463894Z.gpx,47.7101097,-122.1318701,1
2023_07_04T23_21_36.465272Z.gpx,47.576701,-122.17449219999999,1
2023_06_01T14_45_54.042070Z.gpx,47.6216419,-122.1687492,1
2023_05_17T22_06_14.423182Z.gpx,47.722699999999996,-122.1898609,1
2023_07_19T02_09_06.694971Z.gpx,47.6939217,-122.0991157,1
2023_07_18T14_33_34.529526Z.gpx,47.6929022,-122.10780349999999,1
2023_10_15T15_46_10.404949.gpx,30.5315533,-92.0673485,1
2023_04_12T14_13_19.231276Z.gpx,47.8072184,-122.22760579999999,1
2023_06_09T15_17_27.045278Z.gpx,47.7110851,-122.1318656,1
2023_07_20T16_23_18.468523Z.gpx,47.923529099999996,-122.2909466,1
2023_07_04T01_30_36.644680Z.gpx,47.741510999999996,-122.1873631,1
2023_05_05T13_31_33.243217Z.gpx,47.7017849,-122.0933354,1
2023_05_17T21_14_07.086363Z.gpx,47.939127899999995,-122.28159959999999,1
2023_05_30T14_46_18.521543Z.gpx,47.8086561,-122.22832629999999,1
2023_07_14T22_32_04.571756Z.gpx,47.871107699999996,-122.24455599999999,1
2023_05_12T19_35_59.987692Z.gpx,47.532919,-122.1971974,1
2023_05_08T13_26_11.483208Z.gpx,47.7112869,-122.14082599999999,1
2023_04_27T22_07_49.563819Z.gpx,47.9394735,-122.2819923,1
2023_10_15T19_12_50.167627Z.gpx,22.9727784,120.24752009999999,1
2023_10_15T16_02_33.128565Z.gpx,41.582938031495424,-73.07766456324333,1
2023_04_20T20_23_00.882481Z.gpx,47.6940162,-122.0991253,1
2023_10_15T14_34_30.996018Z.gpx,25.080494494679733,121.49735975441843,1
2023_04_24T22_04_49.232362Z.gpx,47.878502,-122.2622114,1
2023_10_15T20_27_26.609953Z.gpx,40.37516690301142,-74.31588739713759,1
2023_07_15T16_15_33.628956Z.gpx,47.688613499999995,-122.09261509999999,1
2023_05_25T22_33_53.398255Z.gpx,47.792738199999995,-122.2103666,1
2023_03_23T18_07_32.502709Z.gpx,47.8794857,-122.2370857,1
2023_05_27T22_43_29.858262Z.gpx,47.624105,-122.33438269999999,1
2023_10_15T03_03_11.025829Z.gpx,38.63401728101096,-121.52099507614015,1
2023_07_05T14_26_19.661795Z.gpx,47.9187612,-122.2063723,1
2023_04_20T20_53_03.134515Z.gpx,47.594434899999996,-122.31807649999999,1
2023_05_10T13_12_24.532718Z.gpx,47.702357299999996,-122.09358879999999,1
2023_10_15T17_27_22.213678.gpx,29.994288299999997,-90.2980086,1
